seed,status,score,bucket,reason,elapsed_ms,expanded_nodes,unique_states
5076,solved,106050.971000,Hard,,181.639,106,197
5077,solved,84441.866000,Easy,,440.253,152,347
5078,solved,122909.987000,Hard,,1346.387,737,1417
5079,solved,90385.950000,Medium,,148.002,43,154
5080,solved,92494.679000,Medium,,3263.304,1527,2748
5081,solved,136851.265000,Hard,,905.052,866,1053
5082,unknown,,unknown,limits_reached,5001.985,4356,87145
5083,solved,117904.161000,Hard,,576.303,917,1091
5084,solved,138611.559000,Hard,,554.657,501,588
5085,solved,85943.528000,Easy,,275.797,95,303
5086,solved,86476.945000,Easy,,2231.216,302,911
5087,solved,111621.737000,Hard,,177.130,159,256
5088,solved,110379.403000,Hard,,1158.921,702,1047
5089,solved,115604.999000,Hard,,398.803,447,592
5090,solved,82524.307000,Easy,,106.347,37,136
5091,unknown,,unknown,limits_reached,20009.368,18277,82779
5092,solved,84969.827000,Easy,,415.530,215,405
5093,unknown,,unknown,limits_reached,20004.890,7025,100856
5094,solved,98310.463000,Medium,,529.019,171,526
5095,solved,100500.730000,Medium,,668.930,195,405
5096,solved,95766.371000,Medium,,2932.270,1203,1995
5097,solved,90748.953000,Medium,,146.782,123,183
5098,unknown,,unknown,limits_reached,20002.348,7425,108451
5099,solved,160808.028000,Hard,,11690.191,4806,90518
5100,solved,100467.310000,Medium,,461.255,357,592
5101,solved,95907.485000,Medium,,235.927,146,255
5102,solved,121317.979000,Hard,,1233.319,1170,1653
5103,solved,128216.011000,Hard,,2585.944,2969,3530
5104,solved,85340.480000,Easy,,1020.975,230,520
5105,solved,96808.647000,Medium,,1967.793,2338,2412
5106,solved,107159.632000,Hard,,246.203,150,296
5107,solved,85886.088000,Easy,,768.349,245,462
5108,solved,113616.612000,Hard,,1789.177,1810,2050
5109,solved,92751.691000,Medium,,374.391,252,904
5110,solved,163836.186000,Hard,,5049.508,5846,93150
5111,solved,82449.018000,Easy,,171.472,49,203
5112,solved,92954.576000,Medium,,205.581,62,216
5113,solved,120157.070000,Hard,,405.742,343,491
5114,solved,125056.754000,Hard,,3812.760,4044,4241
5115,unknown,,unknown,limits_reached,5006.594,7338,91624
5116,solved,133204.548000,Hard,,374.523,472,600
5117,unknown,,unknown,limits_reached,5116.246,7123,63581
5118,solved,121613.095000,Hard,,252.165,207,355
5119,solved,98101.607000,Medium,,288.111,429,527
5120,solved,88132.153000,Easy,,140.813,47,168
5121,solved,82565.503000,Easy,,128.710,46,191
5122,solved,118847.813000,Hard,,391.992,299,429
5123,solved,130418.573000,Hard,,1399.185,1146,1457
5124,solved,114209.094000,Hard,,358.558,230,511
5125,solved,140379.219000,Hard,,358.176,441,558
5126,solved,93609.920000,Medium,,292.829,122,546
5127,solved,110082.601000,Hard,,1089.986,646,1377
5128,solved,135141.509000,Hard,,1229.942,1026,1272
5129,solved,147634.673000,Hard,,1304.187,1422,1644
5130,solved,117468.378000,Hard,,380.238,217,333
5131,solved,85719.377000,Easy,,1129.252,325,540
5132,solved,84590.606000,Easy,,237.048,75,175
5133,solved,94582.360000,Medium,,924.514,830,965
5134,solved,87946.380000,Easy,,888.242,192,571
5135,solved,118248.127000,Hard,,2859.762,3412,3665
5136,solved,93790.454000,Medium,,662.295,213,401
5137,solved,87322.399000,Easy,,489.722,408,899
5138,solved,92542.053000,Medium,,1100.381,275,965
5139,solved,88811.850000,Easy,,780.775,299,856
5140,solved,87796.497000,Easy,,664.485,238,603
5141,solved,138392.757000,Hard,,405.824,381,480
5142,solved,139763.844000,Hard,,1742.074,2117,2461
5143,solved,112291.618000,Hard,,588.712,548,885
5144,solved,83525.467000,Easy,,338.708,114,307
5145,solved,103934.680000,Hard,,2275.944,2351,3091
5146,solved,90445.436000,Medium,,139.708,66,300
5147,solved,100418.154000,Medium,,186.806,101,262
5148,solved,114823.662000,Hard,,265.027,312,395
5149,solved,116084.639000,Hard,,342.086,144,394
5150,solved,117911.484000,Hard,,1747.098,1613,1963
5151,solved,117596.176000,Hard,,312.601,230,351
5152,unknown,,unknown,limits_reached,13150.736,10613,68350
5153,unknown,,unknown,limits_reached,13337.676,7114,101322
5154,solved,88491.198000,Easy,,247.962,139,281
5155,solved,104521.851000,Hard,,260.980,230,314
5156,unknown,,unknown,limits_reached,20024.195,5418,101814
5157,solved,133568.185000,Hard,,6564.998,3143,3431
5158,solved,167230.760000,Hard,,4629.093,4175,77486
5159,solved,92263.727000,Medium,,6191.275,1772,4804
5160,solved,120306.980000,Hard,,714.523,324,617
5161,solved,88282.346000,Easy,,280.805,130,441
5162,solved,87892.152000,Easy,,454.351,144,585
5163,solved,138848.296000,Hard,,894.798,755,903
5164,solved,87861.923000,Easy,,3280.456,994,1144
5165,solved,90531.614000,Medium,,243.381,85,299
5166,solved,102947.000000,Medium,,890.046,800,920
5167,solved,88325.483000,Easy,,955.352,236,621
5168,solved,112867.732000,Hard,,435.714,175,403
5169,solved,97986.155000,Medium,,292.566,140,379
5170,solved,93817.732000,Medium,,2189.895,908,1723
5171,solved,119226.432000,Hard,,911.134,634,1106
5172,solved,118952.352000,Hard,,1991.281,2833,3380
5173,solved,90403.082000,Medium,,198.393,104,326
5174,solved,90760.610000,Medium,,168.393,78,227
5175,solved,93041.093000,Medium,,498.409,291,519
5176,solved,90044.516000,Medium,,415.313,396,600
5177,solved,153737.936000,Hard,,4196.683,8637,58956
5178,solved,88232.601000,Easy,,235.882,97,332
5179,solved,95178.322000,Medium,,1519.061,499,865
5180,solved,140815.462000,Hard,,6803.561,6415,6556
5181,solved,94893.716000,Medium,,591.399,310,763
5182,solved,97874.452000,Medium,,3380.959,1181,2499
5183,solved,142958.367000,Hard,,719.713,560,702
5184,solved,101754.346000,Medium,,5284.976,1903,4357
5185,solved,85727.337000,Easy,,146.355,74,176
5186,solved,89871.911000,Medium,,1091.563,595,1053
5187,solved,129992.664000,Hard,,1261.951,807,1613
5188,solved,83770.967000,Easy,,5002.748,653,908
5189,solved,92888.569000,Medium,,4697.074,817,942
5190,solved,82826.053000,Easy,,185.781,111,241
5191,solved,87297.201000,Easy,,217.998,103,279
5192,solved,103127.889000,Medium,,254.033,123,321
5193,solved,99518.470000,Medium,,1413.556,681,885
5194,solved,90581.163000,Medium,,591.217,293,727
5195,solved,89900.920000,Medium,,1768.210,570,722
5196,unknown,,unknown,limits_reached,20011.162,7409,105173
5197,solved,88349.904000,Easy,,259.313,99,364
5198,solved,83656.915000,Easy,,529.953,353,553
5199,solved,115253.108000,Hard,,6397.395,4682,5438
5200,solved,84621.547000,Easy,,211.274,102,281
5201,solved,102868.356000,Medium,,3831.253,1749,3366
5202,solved,113806.025000,Hard,,5083.101,4840,5002
5203,solved,89161.235000,Easy,,144.481,61,156
5204,unknown,,unknown,limits_reached,13008.152,18606,93400
5205,solved,91842.694000,Medium,,2173.380,588,1649
5206,solved,122251.949000,Hard,,186.251,115,294
5207,solved,84399.589000,Easy,,756.271,293,470
5208,solved,130710.733000,Hard,,259.809,221,299
5209,solved,102343.760000,Medium,,1072.117,665,1069
5210,solved,148658.766000,Hard,,337.497,298,448
5211,solved,112471.043000,Hard,,1008.357,1030,1183
5212,solved,93716.290000,Medium,,316.560,187,454
5213,solved,84995.349000,Easy,,1096.504,231,690
5214,solved,86801.364000,Easy,,412.790,134,505
5215,solved,89400.949000,Easy,,3978.331,752,1334
5216,solved,103338.896000,Medium,,152.518,79,189
5217,solved,124625.898000,Hard,,3448.591,2392,3432
5218,solved,100764.307000,Medium,,287.313,268,414
5219,solved,109084.091000,Hard,,276.069,203,340
5220,solved,137634.351000,Hard,,278.081,220,346
5221,solved,84215.165000,Easy,,115.350,69,171
5222,solved,94282.625000,Medium,,344.654,127,432
5223,solved,101759.361000,Medium,,1368.142,983,1177
5224,solved,110487.687000,Hard,,1241.402,763,1072
5225,solved,97154.396000,Medium,,1448.340,688,2098
5226,solved,93530.706000,Medium,,3509.062,1082,1961
5227,unknown,,unknown,limits_reached,15227.527,29773,31483
5228,solved,87840.851000,Easy,,261.842,164,409
5229,solved,87841.615000,Easy,,195.242,95,294
5230,solved,87070.933000,Easy,,183.244,56,225
5231,solved,91393.932000,Medium,,1382.594,403,637
5232,solved,142100.364000,Hard,,508.200,532,647
5233,solved,88444.713000,Easy,,189.165,63,267
5234,solved,120808.156000,Hard,,7464.369,6411,6783
5235,solved,128414.639000,Hard,,7492.983,6835,8094
5236,solved,89036.750000,Easy,,268.846,142,413
5237,solved,120374.711000,Hard,,1530.800,775,1179
5238,solved,83107.258000,Easy,,191.781,66,200
5239,solved,90902.868000,Medium,,4028.318,909,1127
5240,solved,82894.518000,Easy,,96.134,39,133
5241,solved,96686.478000,Medium,,2878.379,3255,3418
5242,solved,86477.363000,Easy,,815.833,155,447
5243,solved,88216.977000,Easy,,681.358,291,524
5244,solved,87010.202000,Easy,,224.901,93,292
5245,solved,155710.735000,Hard,,1241.752,829,1006
5246,solved,123401.667000,Hard,,560.952,290,512
5247,solved,120129.378000,Hard,,1828.159,2271,2413
5248,solved,122622.071000,Hard,,2024.195,945,1677
5249,solved,89647.968000,Easy,,642.655,203,578
5250,solved,91831.474000,Medium,,1445.874,654,817
5251,solved,87417.858000,Easy,,221.857,79,220
5252,unknown,,unknown,limits_reached,20013.967,15972,103599
5253,solved,105039.042000,Hard,,811.493,306,995
5254,solved,89597.914000,Easy,,151.921,62,195
5255,solved,134349.773000,Hard,,1299.456,1858,2026
5256,solved,88632.326000,Easy,,236.704,100,267
5257,solved,89524.023000,Easy,,212.798,159,262
5258,solved,110142.772000,Hard,,1339.539,836,1131
5259,unknown,,unknown,limits_reached,5022.368,5272,90052
5260,solved,140863.646000,Hard,,3452.189,4583,4782
5261,solved,131617.876000,Hard,,488.844,711,835
5262,solved,88039.565000,Easy,,251.374,133,258
5263,solved,97836.105000,Medium,,389.815,162,538
5264,solved,120661.572000,Hard,,688.916,489,828
5265,solved,90235.354000,Medium,,249.047,168,558
5266,solved,109526.904000,Hard,,1038.564,1000,1178
5267,solved,83810.941000,Easy,,374.181,93,229
5268,solved,139122.280000,Hard,,584.669,288,528
5269,solved,100703.375000,Medium,,2738.981,3091,3274
5270,solved,126437.788000,Hard,,5680.471,5101,5686
5271,solved,89441.576000,Easy,,296.995,189,452
5272,solved,132658.802000,Hard,,197.975,108,274
5273,unknown,,unknown,limits_reached,20011.333,6273,100676
5274,unknown,,unknown,limits_reached,14037.711,20558,91593
5275,unknown,,unknown,limits_reached,20002.085,12743,90756
5276,solved,99562.130000,Medium,,163.202,105,195
5277,solved,91063.439000,Medium,,2078.922,410,853
5278,solved,119397.176000,Hard,,289.235,124,293
5279,solved,93364.699000,Medium,,1283.102,527,848
5280,solved,141272.826000,Hard,,158.491,113,260
5281,solved,97473.115000,Medium,,438.096,181,548
5282,solved,110340.418000,Hard,,493.799,648,740
5283,solved,86122.103000,Easy,,556.646,199,368
5284,solved,99340.857000,Medium,,485.925,198,612
5285,solved,87318.923000,Easy,,1501.033,477,790
5286,solved,156557.749000,Hard,,942.950,856,1030
5287,solved,85672.941000,Easy,,1603.145,880,1213
5288,solved,107877.766000,Hard,,2630.892,2957,3311
5289,solved,82447.246000,Easy,,388.840,252,360
5290,solved,131372.548000,Hard,,6479.326,9228,9633
5291,solved,86066.172000,Easy,,153.415,67,211
5292,unknown,,unknown,limits_reached,5036.734,6332,79175
5293,solved,81721.349000,Easy,,241.972,75,242
5294,solved,86284.840000,Easy,,446.577,122,300
5295,solved,95101.131000,Medium,,138.985,53,216
5296,solved,99518.335000,Medium,,750.890,786,990
5297,solved,96587.867000,Medium,,280.999,253,444
5298,solved,85964.944000,Easy,,114.945,76,167
5299,solved,85565.766000,Easy,,173.813,155,256
5300,solved,131067.735000,Hard,,2783.403,2955,3171
5301,solved,85136.998000,Easy,,212.720,54,202
5302,solved,173681.823000,Hard,,11885.717,12773,62727
5303,solved,84230.267000,Easy,,263.853,112,350
5304,solved,90834.052000,Medium,,734.748,290,1049
5305,solved,87989.454000,Easy,,164.240,72,196
5306,solved,98326.936000,Medium,,912.766,485,1949
5307,solved,116553.397000,Hard,,1464.620,1008,1310
5308,solved,90438.637000,Medium,,126.726,63,209
5309,solved,138275.514000,Hard,,1388.211,822,906
5310,solved,91623.028000,Medium,,166.902,71,209
5311,solved,89273.972000,Easy,,1330.118,350,765
5312,solved,90339.564000,Medium,,390.020,117,365
5313,solved,83765.655000,Easy,,207.756,79,250
5314,solved,90098.807000,Medium,,867.759,265,580
5315,solved,92900.531000,Medium,,613.651,183,563
5316,solved,109810.142000,Hard,,212.263,70,198
5317,solved,144181.904000,Hard,,1606.285,1844,1982
5318,solved,91439.946000,Medium,,224.335,99,268
5319,solved,128660.940000,Hard,,456.781,474,578
5320,solved,84998.332000,Easy,,165.540,59,234
5321,solved,88170.936000,Easy,,1311.868,368,541
5322,solved,85813.526000,Easy,,166.055,75,221
5323,solved,91540.047000,Medium,,122.219,68,177
5324,solved,94780.622000,Medium,,6009.220,1779,4427
5325,solved,112185.063000,Hard,,558.308,418,493
5326,solved,89606.896000,Easy,,1329.268,321,572
5327,solved,103468.091000,Hard,,674.193,443,785
5328,solved,104747.404000,Hard,,200.991,116,211
5329,solved,83970.051000,Easy,,146.364,68,248
5330,solved,90392.162000,Medium,,262.139,116,278
5331,solved,111273.260000,Hard,,373.706,387,596
5332,solved,85326.492000,Easy,,218.381,104,284
5333,solved,98071.145000,Medium,,947.054,874,1686
5334,solved,90464.964000,Medium,,496.030,98,338
5335,solved,89308.627000,Easy,,268.972,97,258
5336,solved,88985.523000,Easy,,885.763,296,933
5337,unknown,,unknown,limits_reached,20004.140,7180,104467
5338,solved,83017.649000,Easy,,112.628,50,132
5339,solved,88642.941000,Easy,,1857.592,433,739
5340,solved,87285.045000,Easy,,1015.631,294,463
5341,solved,145140.725000,Hard,,3489.442,4631,5014
5342,unknown,,unknown,limits_reached,5035.752,9115,62397
5343,solved,118568.350000,Hard,,341.252,215,457
5344,solved,83855.023000,Easy,,240.747,75,202
5345,solved,132972.872000,Hard,,466.475,337,657
5346,solved,116997.802000,Hard,,3444.416,4065,4228
5347,solved,87587.020000,Easy,,204.910,101,236
5348,solved,110748.046000,Hard,,243.682,223,445
5349,solved,84478.176000,Easy,,268.426,150,272
5350,solved,92174.199000,Medium,,259.966,93,253
5351,solved,89999.049000,Medium,,298.038,142,314
5352,solved,115045.128000,Hard,,407.192,419,676
5353,unknown,,unknown,limits_reached,12258.606,15557,48136
5354,solved,94634.911000,Medium,,2744.063,1017,2902
5355,solved,88875.553000,Easy,,3271.017,837,1717
5356,solved,83892.031000,Easy,,209.339,84,248
5357,solved,123721.524000,Hard,,5064.940,5208,5655
5358,solved,95373.180000,Medium,,173.792,97,310
5359,solved,90171.718000,Medium,,350.599,164,382
5360,solved,135384.409000,Hard,,671.023,743,868
5361,unknown,,unknown,limits_reached,5620.455,12684,42958
5362,solved,121184.801000,Hard,,435.175,329,525
5363,solved,88113.181000,Easy,,400.500,121,452
5364,solved,88925.189000,Easy,,3259.607,906,2106
5365,solved,85440.822000,Easy,,423.306,117,249
5366,solved,94392.115000,Medium,,370.266,388,532
5367,solved,126075.326000,Hard,,1474.794,900,1384
5368,solved,88195.464000,Easy,,1340.932,235,491
5369,solved,109733.526000,Hard,,596.534,521,825
5370,solved,89825.208000,Medium,,260.837,118,333
5371,solved,82402.932000,Easy,,122.807,52,162
5372,solved,121392.239000,Hard,,2396.570,2992,3074
5373,solved,85826.799000,Easy,,1126.400,453,747
5374,solved,92164.783000,Medium,,774.127,263,1069
5375,solved,120001.381000,Hard,,6301.256,5448,6835
5376,solved,164934.599000,Hard,,4891.677,4994,100571
5377,solved,111322.022000,Hard,,398.870,251,472
5378,unknown,,unknown,limits_reached,11202.758,36882,39326
5379,solved,139749.603000,Hard,,2171.909,2473,2904
5380,solved,89694.766000,Easy,,1855.081,386,1003
5381,solved,87006.696000,Easy,,1512.910,362,679
5382,unknown,,unknown,limits_reached,20003.865,9073,107051
5383,solved,121059.164000,Hard,,331.864,263,362
5384,solved,133939.678000,Hard,,529.369,411,552
5385,solved,94024.477000,Medium,,144.580,64,154
5386,solved,86842.678000,Easy,,938.184,200,507
5387,solved,89670.677000,Easy,,1196.467,687,1267
5388,solved,117449.755000,Hard,,957.651,706,1040
5389,solved,83217.900000,Easy,,215.213,88,218
5390,unknown,,unknown,limits_reached,20003.974,9027,102219
5391,solved,89664.830000,Easy,,778.780,240,606
5392,solved,86006.670000,Easy,,232.124,78,244
5393,solved,97597.610000,Medium,,150.940,82,181
5394,solved,114964.420000,Hard,,966.794,601,891
5395,solved,95737.349000,Medium,,154.882,77,220
5396,solved,122051.862000,Hard,,1387.933,1228,1476
5397,solved,82193.057000,Easy,,206.629,86,208
5398,solved,107379.633000,Hard,,275.971,152,411
5399,solved,92504.322000,Medium,,4907.478,1717,4357
5400,solved,84460.092000,Easy,,174.553,64,175
5401,solved,131215.501000,Hard,,329.195,268,366
5402,solved,100116.696000,Medium,,102.200,61,165
5403,solved,98849.146000,Medium,,2452.371,1107,3030
5404,solved,89388.106000,Easy,,435.332,181,436
5405,solved,86285.159000,Easy,,229.157,119,325
5406,unknown,,unknown,limits_reached,5008.385,5181,91975
5407,solved,88040.139000,Easy,,500.961,176,438
5408,solved,83120.506000,Easy,,200.468,84,256
5409,solved,95036.497000,Medium,,227.047,87,206
5410,solved,90096.083000,Medium,,2046.810,507,983
5411,solved,98833.129000,Medium,,1104.524,992,1955
5412,solved,138863.390000,Hard,,1910.034,2584,2719
5413,solved,102983.574000,Medium,,505.165,239,364
5414,solved,89708.845000,Easy,,163.888,105,319
5415,solved,103353.594000,Medium,,349.948,329,496
5416,solved,127331.948000,Hard,,528.113,668,762
5417,solved,112460.019000,Hard,,521.648,408,504
5418,solved,88956.753000,Easy,,1067.293,323,660
5419,solved,96205.016000,Medium,,3256.791,1040,3479
5420,solved,100021.790000,Medium,,748.853,715,906
5421,solved,92490.813000,Medium,,204.481,81,213
5422,solved,92720.284000,Medium,,360.451,242,638
5423,solved,85178.244000,Easy,,243.421,79,246
5424,solved,90482.561000,Medium,,718.259,442,951
5425,solved,137549.795000,Hard,,261.658,235,338
5426,solved,125271.035000,Hard,,1223.882,838,1303
5427,solved,84991.375000,Easy,,215.192,64,165
5428,unknown,,unknown,limits_reached,20025.130,5718,95632
5429,solved,98026.115000,Medium,,1217.209,426,1251
5430,solved,105658.809000,Hard,,900.405,992,1279
5431,solved,154742.654000,Hard,,955.563,846,1087
5432,unknown,,unknown,limits_reached,5124.954,7065,76973
5433,solved,86279.458000,Easy,,492.740,219,500
5434,solved,89521.648000,Easy,,839.002,323,1056
5435,solved,135132.549000,Hard,,1457.124,1116,1695
5436,solved,93473.409000,Medium,,1635.964,451,763
5437,unknown,,unknown,limits_reached,7328.653,13539,65657
5438,unknown,,unknown,limits_reached,5025.626,10349,66568
5439,solved,127509.771000,Hard,,1605.406,1336,1588
5440,solved,104105.821000,Hard,,654.560,576,759
5441,solved,142749.570000,Hard,,2499.847,2468,3656
5442,solved,97090.140000,Medium,,1043.914,479,1690
5443,solved,90597.362000,Medium,,439.333,183,722
5444,unknown,,unknown,limits_reached,5005.668,4978,84267
5445,solved,88264.080000,Easy,,931.817,603,1726
5446,unknown,,unknown,limits_reached,5034.292,4414,89198
5447,solved,156827.400000,Hard,,838.100,753,918
5448,solved,98628.493000,Medium,,3450.346,1110,3005
5449,solved,91356.302000,Medium,,869.550,494,882
5450,solved,92526.281000,Medium,,819.265,247,969
5451,solved,109020.053000,Hard,,3792.721,1762,2766
5452,solved,87040.323000,Easy,,234.844,124,345
5453,solved,88016.054000,Easy,,391.669,105,241
5454,solved,116345.376000,Hard,,497.908,394,1194
5455,solved,84464.052000,Easy,,559.276,171,388
5456,solved,96146.152000,Medium,,3597.999,856,1521
5457,unknown,,unknown,limits_reached,20007.899,6208,108245
5458,solved,87603.273000,Easy,,493.704,278,508
5459,solved,88697.776000,Easy,,944.366,222,591
5460,solved,93076.422000,Medium,,609.531,273,1005
5461,solved,88592.444000,Easy,,119.722,46,171
5462,solved,87710.007000,Easy,,207.751,120,283
5463,solved,91730.048000,Medium,,904.025,290,802
5464,solved,86133.608000,Easy,,187.342,74,214
5465,solved,134139.184000,Hard,,1816.914,1811,1935
5466,solved,167124.312000,Hard,,5208.367,7947,8431
5467,solved,101749.345000,Medium,,287.505,208,390
5468,solved,104597.648000,Hard,,305.189,319,419
5469,solved,87241.783000,Easy,,234.394,89,228
5470,solved,92730.972000,Medium,,237.773,123,375
5471,solved,100958.301000,Medium,,675.529,265,919
5472,unknown,,unknown,limits_reached,11635.399,22836,27255
5473,solved,82033.111000,Easy,,115.584,56,157
5474,solved,128040.564000,Hard,,765.036,512,758
5475,unknown,,unknown,limits_reached,20029.555,11575,103694
5476,solved,84963.452000,Easy,,127.647,69,207
5477,solved,92745.801000,Medium,,317.293,93,195
5478,solved,88759.720000,Easy,,3797.395,943,1415
5479,solved,127692.436000,Hard,,1126.579,1387,1529
5480,solved,122799.392000,Hard,,2561.710,3697,4071
5481,unknown,,unknown,limits_reached,20008.600,12335,64063
5482,solved,87467.711000,Easy,,7941.556,1529,2426
5483,solved,103354.390000,Medium,,530.506,270,833
5484,unknown,,unknown,limits_reached,20009.722,27565,51495
5485,solved,88708.112000,Easy,,784.514,213,619
5486,solved,96033.811000,Medium,,358.613,370,485
5487,solved,92378.107000,Medium,,340.743,132,418
5488,unknown,,unknown,limits_reached,5021.955,12082,37835
5489,solved,80897.495000,Easy,,130.308,49,145
5490,solved,127811.377000,Hard,,863.516,612,866
5491,solved,88883.116000,Easy,,1774.446,664,1300
5492,solved,89785.896000,Easy,,1293.746,501,824
5493,solved,87679.541000,Easy,,353.571,313,490
5494,unknown,,unknown,limits_reached,20015.857,13453,96337
5495,solved,108425.040000,Hard,,1512.095,826,1608
5496,solved,88420.278000,Easy,,2007.746,643,1230
5497,solved,135237.644000,Hard,,290.034,276,371
5498,solved,92641.579000,Medium,,712.547,471,928
5499,solved,89246.248000,Easy,,252.553,144,345
5500,solved,86186.556000,Easy,,260.981,122,316
5501,unknown,,unknown,limits_reached,20002.469,12757,112380
5502,solved,92101.104000,Medium,,214.808,99,313
5503,solved,101106.175000,Medium,,421.842,243,547
5504,solved,101278.494000,Medium,,1473.908,1023,1984
5505,solved,89683.020000,Easy,,407.845,214,500
5506,unknown,,unknown,limits_reached,5304.603,12909,30164
5507,solved,152444.889000,Hard,,612.525,450,605
5508,solved,91382.556000,Medium,,370.624,112,348
5509,solved,98390.738000,Medium,,203.599,109,272
5510,solved,96678.088000,Medium,,1145.921,1200,1368
5511,solved,98743.922000,Medium,,170.665,117,228
5512,solved,89045.006000,Easy,,1083.223,323,600
5513,solved,85860.859000,Easy,,210.436,94,259
5514,solved,111459.909000,Hard,,1553.974,1284,2123
5515,solved,87958.880000,Easy,,434.581,190,712
5516,solved,84064.477000,Easy,,1104.166,413,753
5517,solved,89725.318000,Easy,,788.764,299,720
5518,solved,98045.648000,Medium,,319.181,150,486
5519,solved,95138.123000,Medium,,330.222,159,394
5520,solved,141035.192000,Hard,,3982.232,3828,4343
5521,solved,92005.801000,Medium,,4847.487,1108,1329
5522,solved,140329.915000,Hard,,958.243,985,1153
5523,solved,131685.253000,Hard,,2121.494,2647,2805
5524,solved,116897.523000,Hard,,2096.564,1409,2566
5525,solved,98371.049000,Medium,,292.760,246,362
5526,solved,91480.897000,Medium,,1541.223,317,593
5527,solved,91668.241000,Medium,,2245.847,688,1083
5528,solved,90570.577000,Medium,,4719.756,2067,2802
5529,solved,89811.694000,Easy,,4301.481,1465,1798
5530,solved,84833.386000,Easy,,226.827,60,202
5531,unknown,,unknown,limits_reached,20052.700,9111,109952
5532,solved,83534.302000,Easy,,168.632,57,196
5533,solved,114027.574000,Hard,,312.290,253,409
5534,solved,115836.617000,Hard,,343.897,210,364
5535,solved,88678.956000,Easy,,298.388,143,261
5536,solved,88158.328000,Easy,,1392.806,383,676
5537,solved,111001.047000,Hard,,754.674,602,813
5538,solved,83479.279000,Easy,,174.266,88,243
5539,unknown,,unknown,limits_reached,5883.426,13284,31720
5540,solved,113081.002000,Hard,,285.523,179,418
5541,solved,115238.496000,Hard,,1373.811,1073,1806
5542,solved,87824.917000,Easy,,1656.553,398,749
5543,solved,100711.188000,Medium,,3308.036,1364,3891
5544,solved,90692.705000,Medium,,814.880,370,1227
5545,solved,87875.664000,Easy,,1774.755,417,676
5546,solved,90874.810000,Medium,,113.375,73,157
5547,solved,89241.618000,Easy,,188.372,113,265
5548,solved,88890.966000,Easy,,362.208,163,511
5549,solved,121961.870000,Hard,,1402.940,1304,1395
5550,unknown,,unknown,limits_reached,12418.637,10385,80708
5551,solved,84054.825000,Easy,,212.295,144,269
5552,solved,84796.187000,Easy,,695.399,184,515
5553,solved,135072.727000,Hard,,840.530,752,1078
5554,solved,91733.482000,Medium,,3293.215,1125,2920
5555,solved,98223.327000,Medium,,1185.486,1050,1401
5556,solved,158868.921000,Hard,,17410.199,14213,46662
5557,solved,95994.379000,Medium,,198.878,106,199
5558,unknown,,unknown,limits_reached,5310.268,4774,96139
5559,solved,90284.844000,Medium,,363.239,161,541
5560,solved,111890.057000,Hard,,153.286,95,197
5561,solved,89309.019000,Easy,,545.885,227,695
5562,solved,89112.450000,Easy,,159.228,104,232
5563,solved,132914.881000,Hard,,843.760,953,1079
5564,solved,80902.988000,Easy,,122.649,42,116
5565,solved,108095.423000,Hard,,534.120,269,570
5566,solved,96581.161000,Medium,,403.275,348,444
5567,solved,90463.628000,Medium,,131.385,77,174
5568,solved,109822.727000,Hard,,181.507,75,187
5569,solved,85144.954000,Easy,,655.909,235,465
5570,solved,85182.186000,Easy,,248.000,130,274
5571,solved,118091.302000,Hard,,1656.931,1622,2469
5572,solved,94919.211000,Medium,,3442.520,1933,2460
5573,solved,85534.354000,Easy,,214.511,74,242
5574,solved,88047.633000,Easy,,368.607,104,462
5575,solved,90732.110000,Medium,,265.795,119,431
5576,solved,113858.338000,Hard,,1864.315,690,1396
5577,solved,98895.489000,Medium,,3473.844,1535,3733
5578,solved,101606.480000,Medium,,5274.988,3250,4254
5579,solved,91089.534000,Medium,,117.552,45,139
5580,solved,102293.052000,Medium,,920.552,622,1028
5581,solved,90734.517000,Medium,,372.356,266,427
5582,solved,146350.041000,Hard,,1217.287,1237,1369
5583,solved,99322.585000,Medium,,461.371,207,473
5584,solved,88184.819000,Easy,,527.988,160,527
5585,solved,83687.374000,Easy,,87.131,36,128
5586,solved,87117.377000,Easy,,869.595,198,447
5587,solved,93858.996000,Medium,,246.753,116,311
5588,solved,87655.654000,Easy,,4551.729,1015,1246
5589,solved,110811.321000,Hard,,813.781,492,819
5590,solved,116942.783000,Hard,,349.265,247,395
5591,solved,130771.220000,Hard,,555.564,404,554
5592,solved,97266.659000,Medium,,469.993,193,642
5593,solved,90219.690000,Medium,,1016.994,629,1455
5594,solved,122601.040000,Hard,,4197.430,4787,5003
5595,solved,114786.039000,Hard,,367.590,447,494
5596,solved,123458.763000,Hard,,191.535,103,214
5597,solved,108925.484000,Hard,,173.204,110,204
5598,solved,103992.538000,Hard,,316.553,145,368
5599,solved,111365.405000,Hard,,5394.877,5944,6110
5600,solved,117701.820000,Hard,,365.938,239,401
5601,solved,91366.421000,Medium,,589.136,304,632
5602,solved,108890.304000,Hard,,260.550,153,299
5603,solved,92791.450000,Medium,,602.269,145,268
5604,solved,88209.923000,Easy,,5640.993,920,1134
5605,solved,94488.690000,Medium,,296.320,200,654
5606,solved,88574.181000,Easy,,140.032,63,181
5607,unknown,,unknown,limits_reached,12050.319,7475,74906
5608,solved,105333.221000,Hard,,248.689,190,377
5609,solved,83226.359000,Easy,,178.029,67,205
5610,solved,97974.622000,Medium,,1210.896,761,2209
