seed,status,score,bucket,reason,elapsed_ms,expanded_nodes,unique_states
1,unknown,,unknown,limits_reached,16482.212,18049,60690
2,unknown,,unknown,limits_reached,20016.767,16039,98857
3,solved,148035.061000,Hard,,2399.798,1567,3834
4,unknown,,unknown,limits_reached,20008.172,22804,87820
5,unknown,,unknown,limits_reached,20002.841,24431,96423
6,unknown,,unknown,limits_reached,20004.727,26428,78690
7,solved,147145.951000,Hard,,4113.944,1900,5092
8,unknown,,unknown,limits_reached,20007.031,7041,121992
9,unknown,,unknown,limits_reached,7043.631,8093,119339
10,unknown,,unknown,limits_reached,20005.087,14550,125308
11,unknown,,unknown,limits_reached,20005.129,30206,67527
12,unknown,,unknown,limits_reached,20005.912,20603,118203
13,solved,139709.843000,Medium,,2539.472,2257,4511
14,unknown,,unknown,limits_reached,20009.442,10598,124639
15,unknown,,unknown,limits_reached,20001.786,14198,134721
16,unknown,,unknown,limits_reached,20009.211,24778,95571
17,solved,134004.779000,Easy,,1875.713,1211,2397
18,unknown,,unknown,limits_reached,20017.309,12211,114309
19,unknown,,unknown,limits_reached,20001.078,14882,113195
20,unknown,,unknown,limits_reached,20008.199,16673,140610
21,unknown,,unknown,limits_reached,20155.099,18409,107815
22,solved,131399.404000,Easy,,2911.793,926,3053
23,unknown,,unknown,limits_reached,20003.124,17771,116298
24,unknown,,unknown,limits_reached,20009.192,10128,113023
25,unknown,,unknown,limits_reached,20213.007,17201,123272
26,unknown,,unknown,limits_reached,20001.301,44516,61298
27,solved,150166.423000,Hard,,1683.001,769,3512
28,solved,127723.283000,Easy,,750.675,191,718
29,solved,138378.823000,Medium,,2282.779,1941,2471
30,solved,136042.308000,Medium,,619.866,571,921
31,unknown,,unknown,limits_reached,20002.853,15975,120178
32,unknown,,unknown,limits_reached,20014.648,15291,142604
33,solved,140986.887000,Medium,,2883.132,1420,4412
34,unknown,,unknown,limits_reached,20002.554,15724,129748
35,unknown,,unknown,limits_reached,20003.400,18398,141051
36,solved,140755.373000,Medium,,1661.681,1177,2859
37,unknown,,unknown,limits_reached,20006.300,12450,133643
38,unknown,,unknown,limits_reached,20022.537,14648,123344
39,unknown,,unknown,limits_reached,20004.302,12335,140794
40,unknown,,unknown,limits_reached,20003.320,13939,133634
41,unknown,,unknown,limits_reached,20001.591,11943,129858
42,unknown,,unknown,limits_reached,20000.647,13467,145547
43,unknown,,unknown,limits_reached,20001.762,32658,68847
44,unknown,,unknown,limits_reached,20010.291,17037,100959
45,unknown,,unknown,limits_reached,20001.302,15319,145585
46,unknown,,unknown,limits_reached,20000.439,52375,59723
47,solved,138848.712000,Medium,,3906.444,1528,5430
48,unknown,,unknown,limits_reached,20003.127,21352,114664
49,unknown,,unknown,limits_reached,10467.593,26487,56734
50,unknown,,unknown,limits_reached,20008.669,21280,80104
51,unknown,,unknown,limits_reached,20003.001,21810,113192
52,unknown,,unknown,limits_reached,20005.257,30778,69711
53,unknown,,unknown,limits_reached,20005.372,36012,58577
54,unknown,,unknown,limits_reached,13007.540,12575,129254
55,unknown,,unknown,limits_reached,13029.863,12037,122880
56,solved,134493.726000,Easy,,4038.769,1445,3671
57,unknown,,unknown,limits_reached,20001.620,18303,106431
58,unknown,,unknown,limits_reached,20001.257,20788,143244
59,unknown,,unknown,limits_reached,20144.392,22406,153710
60,unknown,,unknown,limits_reached,20001.244,19816,141336
61,unknown,,unknown,limits_reached,20003.938,15890,156465
62,unknown,,unknown,limits_reached,14123.373,11336,143177
63,unknown,,unknown,limits_reached,20002.550,14728,147219
64,unknown,,unknown,limits_reached,20001.755,38345,79942
65,unknown,,unknown,limits_reached,20002.971,16047,130927
66,unknown,,unknown,limits_reached,20005.343,16050,121181
67,unknown,,unknown,limits_reached,20002.176,18260,117338
68,unknown,,unknown,limits_reached,20007.378,10313,132623
69,solved,138209.100000,Medium,,5070.343,1720,4144
70,unknown,,unknown,limits_reached,20007.491,12727,121881
71,unknown,,unknown,limits_reached,20013.124,15477,137865
72,unknown,,unknown,limits_reached,20012.421,18495,107268
73,unknown,,unknown,limits_reached,13598.431,8230,121421
74,solved,148486.356000,Hard,,3471.563,2994,5033
75,unknown,,unknown,limits_reached,20002.158,11363,127596
76,solved,125996.156000,Easy,,956.309,569,1899
77,unknown,,unknown,limits_reached,20012.667,14740,106039
78,solved,142867.947000,Medium,,5584.500,3224,5039
79,unknown,,unknown,limits_reached,20007.101,12436,132476
80,unknown,,unknown,limits_reached,7040.159,5413,88715
81,unknown,,unknown,limits_reached,13016.283,16315,127205
82,unknown,,unknown,limits_reached,20018.890,9926,101067
83,unknown,,unknown,limits_reached,20001.230,19302,143653
84,unknown,,unknown,limits_reached,16616.761,40886,48016
85,unknown,,unknown,limits_reached,20010.257,15967,148772
86,unknown,,unknown,limits_reached,20002.700,13552,150245
87,unknown,,unknown,limits_reached,20011.734,12800,130898
88,unknown,,unknown,limits_reached,20001.968,13864,130551
89,unknown,,unknown,limits_reached,20067.549,14797,124994
90,solved,137144.038000,Medium,,507.421,216,549
91,unknown,,unknown,limits_reached,20003.557,17566,91911
92,unknown,,unknown,limits_reached,20013.846,11941,123656
93,unknown,,unknown,limits_reached,13366.626,22025,78280
94,unknown,,unknown,limits_reached,20010.080,16095,122404
95,unknown,,unknown,limits_reached,20001.465,20072,87199
96,solved,124988.611000,Easy,,2658.754,937,1549
97,unknown,,unknown,limits_reached,7115.576,7003,87174
98,unknown,,unknown,limits_reached,13466.698,18384,84664
99,unknown,,unknown,limits_reached,20005.422,16612,113660
100,unknown,,unknown,limits_reached,20068.496,13494,122052
101,unknown,,unknown,limits_reached,13260.912,13406,101724
102,unknown,,unknown,limits_reached,20006.561,21612,96668
103,unknown,,unknown,limits_reached,20195.153,15028,130780
104,solved,142246.168000,Medium,,3735.690,2454,2929
105,unknown,,unknown,limits_reached,20002.630,23391,99853
106,solved,179818.710000,Hard,,5092.968,5009,7162
107,unknown,,unknown,limits_reached,20003.854,21103,110231
108,unknown,,unknown,limits_reached,20186.616,12047,120040
109,unknown,,unknown,limits_reached,15564.213,25126,77843
110,solved,137943.332000,Medium,,1226.671,632,1414
111,unknown,,unknown,limits_reached,20010.621,15976,108417
112,unknown,,unknown,limits_reached,20005.260,14522,113571
113,unknown,,unknown,limits_reached,20000.680,31062,99155
114,unknown,,unknown,limits_reached,20002.909,29955,84229
115,unknown,,unknown,limits_reached,20124.709,15477,136284
116,unknown,,unknown,limits_reached,7077.724,14934,76257
117,solved,132615.178000,Easy,,3608.328,2334,5508
118,unknown,,unknown,limits_reached,20010.578,15647,119306
119,unknown,,unknown,limits_reached,20004.014,17454,126781
120,unknown,,unknown,limits_reached,20009.741,13877,132227
121,unknown,,unknown,limits_reached,20026.550,19169,129971
122,solved,151613.487000,Hard,,3763.322,1648,3019
123,unknown,,unknown,limits_reached,20001.245,35593,56208
124,unknown,,unknown,limits_reached,20002.347,8940,124375
125,unknown,,unknown,limits_reached,20002.261,26303,85875
126,unknown,,unknown,limits_reached,13033.539,13005,97101
127,unknown,,unknown,limits_reached,20003.285,14971,102622
128,unknown,,unknown,limits_reached,20000.801,29952,129076
129,unknown,,unknown,limits_reached,20019.948,7712,131836
130,solved,148107.193000,Hard,,4523.075,3586,5091
131,unknown,,unknown,limits_reached,20006.882,25281,67175
132,unknown,,unknown,limits_reached,20003.275,17472,129168
133,unknown,,unknown,limits_reached,20003.873,12760,142100
134,solved,132177.774000,Easy,,1136.520,498,1580
135,unknown,,unknown,limits_reached,20002.411,17217,133625
136,unknown,,unknown,limits_reached,20001.243,19706,110976
137,solved,134592.651000,Easy,,5552.607,3458,6550
138,solved,137701.389000,Medium,,1397.604,718,1151
139,unknown,,unknown,limits_reached,20006.100,12567,136713
140,unknown,,unknown,limits_reached,20005.358,30955,63956
141,solved,137999.731000,Medium,,1837.035,795,2704
142,unknown,,unknown,limits_reached,20002.432,20196,122088
143,unknown,,unknown,limits_reached,20002.925,19159,121915
144,solved,126171.815000,Easy,,1942.776,636,2042
145,unknown,,unknown,limits_reached,20009.544,13161,113088
146,unknown,,unknown,limits_reached,20002.351,15832,97471
147,unknown,,unknown,limits_reached,20016.467,24592,93411
148,solved,142829.363000,Medium,,1940.080,1152,3253
149,unknown,,unknown,limits_reached,20008.607,10286,123114
150,unknown,,unknown,limits_reached,7137.850,8160,113278
151,unknown,,unknown,limits_reached,20008.698,16782,133775
152,unknown,,unknown,limits_reached,7121.210,12759,67645
153,unknown,,unknown,limits_reached,20004.964,34069,60468
154,unknown,,unknown,limits_reached,20001.272,28463,83612
155,unknown,,unknown,limits_reached,20007.498,21255,86456
156,solved,133389.203000,Easy,,2194.434,930,2276
157,unknown,,unknown,limits_reached,20057.191,18404,115884
158,unknown,,unknown,limits_reached,20010.037,13264,120538
159,unknown,,unknown,limits_reached,20005.770,21299,106622
160,unknown,,unknown,limits_reached,20003.358,19730,133305
161,unknown,,unknown,limits_reached,20005.832,17608,145859
162,solved,138570.245000,Medium,,4651.835,1976,4563
163,solved,142557.997000,Medium,,5643.358,1514,3975
164,unknown,,unknown,limits_reached,20000.572,16270,119862
165,unknown,,unknown,limits_reached,20003.682,32047,58440
166,unknown,,unknown,limits_reached,20259.850,15437,121179
167,unknown,,unknown,limits_reached,20003.765,26401,97808
168,unknown,,unknown,limits_reached,20007.204,24757,124054
169,unknown,,unknown,limits_reached,20001.728,18960,108834
170,unknown,,unknown,limits_reached,20004.028,34468,58544
171,solved,138694.334000,Medium,,3087.007,1912,2287
172,unknown,,unknown,limits_reached,20003.718,17056,110195
173,solved,141832.715000,Medium,,4878.648,3565,10254
174,solved,132423.410000,Easy,,2890.359,2159,3394
175,unknown,,unknown,limits_reached,20006.309,20311,140295
176,unknown,,unknown,limits_reached,13007.838,21196,107264
177,unknown,,unknown,limits_reached,20002.075,14964,120392
178,unknown,,unknown,limits_reached,20001.569,24127,85172
179,unknown,,unknown,limits_reached,13066.853,15095,122212
180,unknown,,unknown,limits_reached,20002.623,13757,136746
181,unknown,,unknown,limits_reached,20011.662,18299,128893
182,unknown,,unknown,limits_reached,20021.905,10165,137202
183,solved,131870.799000,Easy,,1485.457,1203,1910
184,unknown,,unknown,limits_reached,20126.607,17692,113747
185,unknown,,unknown,limits_reached,20002.069,17377,136312
186,unknown,,unknown,limits_reached,20006.509,14485,113543
187,unknown,,unknown,limits_reached,20005.247,12236,130489
188,solved,150408.231000,Hard,,4756.792,2316,3930
189,unknown,,unknown,limits_reached,20005.401,24768,51069
190,unknown,,unknown,limits_reached,20003.017,25462,88866
191,unknown,,unknown,limits_reached,20228.623,19024,153125
192,unknown,,unknown,limits_reached,20001.096,23663,152945
193,unknown,,unknown,limits_reached,20003.460,18039,128430
194,unknown,,unknown,limits_reached,20008.498,22131,92033
195,solved,130758.311000,Easy,,1116.252,500,1764
196,unknown,,unknown,limits_reached,20001.195,20353,114753
197,solved,156151.632000,Hard,,4094.633,3592,4956
198,unknown,,unknown,limits_reached,20003.254,18346,118001
199,unknown,,unknown,limits_reached,20010.220,16385,108528
200,solved,141554.749000,Medium,,4264.638,2001,4901
201,unknown,,unknown,limits_reached,20003.373,16048,112338
202,solved,136647.029000,Medium,,3272.327,2360,3508
203,solved,164323.959000,Hard,,4469.911,2102,5463
204,unknown,,unknown,limits_reached,20001.662,19152,122924
205,unknown,,unknown,limits_reached,20000.614,37282,53324
206,unknown,,unknown,limits_reached,20228.330,19320,113409
207,unknown,,unknown,limits_reached,20018.444,11267,135345
208,solved,133182.146000,Easy,,1651.806,630,1950
209,unknown,,unknown,limits_reached,20000.820,16599,106263
210,unknown,,unknown,limits_reached,20013.086,28427,51307
211,unknown,,unknown,limits_reached,7027.441,7918,122375
212,unknown,,unknown,limits_reached,20010.622,13753,99517
213,solved,130195.631000,Easy,,580.655,295,1418
214,unknown,,unknown,limits_reached,20005.429,13681,138736
215,unknown,,unknown,limits_reached,14421.136,16229,128398
216,unknown,,unknown,limits_reached,20007.880,18110,132392
217,unknown,,unknown,limits_reached,13008.089,16637,110450
218,unknown,,unknown,limits_reached,20002.208,19587,101936
219,unknown,,unknown,limits_reached,14323.617,19795,107598
220,unknown,,unknown,limits_reached,20009.277,13218,120317
221,unknown,,unknown,limits_reached,20000.832,41650,63536
222,unknown,,unknown,limits_reached,20003.187,19847,121014
223,unknown,,unknown,limits_reached,20002.140,23582,137737
224,unknown,,unknown,limits_reached,20005.104,23831,128993
225,solved,132440.383000,Easy,,1938.816,1407,3447
226,unknown,,unknown,limits_reached,20005.332,15114,127055
227,unknown,,unknown,limits_reached,20001.703,15125,123576
228,solved,142107.119000,Medium,,2563.330,2212,6309
229,solved,161883.850000,Hard,,1570.959,940,2812
230,solved,146728.682000,Hard,,2707.690,1043,2420
231,unknown,,unknown,limits_reached,20002.616,17882,157123
232,unknown,,unknown,limits_reached,18341.553,22791,119057
233,solved,140288.751000,Medium,,3812.074,2848,6079
234,unknown,,unknown,limits_reached,20002.413,20752,110982
235,unknown,,unknown,limits_reached,20001.881,21058,124689
236,solved,144877.692000,Hard,,1356.877,1055,2642
237,unknown,,unknown,limits_reached,15082.659,14759,91455
238,unknown,,unknown,limits_reached,20021.627,14436,147381
239,unknown,,unknown,limits_reached,20006.038,29492,85672
240,unknown,,unknown,limits_reached,20004.068,13866,139186
241,unknown,,unknown,limits_reached,20003.108,14057,147693
242,unknown,,unknown,limits_reached,20004.966,19027,147729
243,unknown,,unknown,limits_reached,20003.088,27792,145469
244,unknown,,unknown,limits_reached,20017.352,18390,136202
245,solved,157942.870000,Hard,,3721.406,1906,3978
246,unknown,,unknown,limits_reached,20005.310,50353,54261
247,unknown,,unknown,limits_reached,20002.937,32613,80535
248,unknown,,unknown,limits_reached,20017.487,18535,149949
249,unknown,,unknown,limits_reached,20005.626,12685,156871
250,unknown,,unknown,limits_reached,16452.251,18882,136287
251,unknown,,unknown,limits_reached,20003.128,16488,139480
252,unknown,,unknown,limits_reached,20002.929,12915,126709
253,unknown,,unknown,limits_reached,20001.397,14887,94179
254,unknown,,unknown,limits_reached,20004.773,14263,144191
255,unknown,,unknown,limits_reached,20110.975,15920,140414
256,unknown,,unknown,limits_reached,20027.708,11305,126563
257,unknown,,unknown,limits_reached,20006.529,12375,161539
258,unknown,,unknown,limits_reached,20113.924,12562,127745
259,solved,132540.104000,Easy,,1613.330,1041,2941
260,unknown,,unknown,limits_reached,20023.152,13412,147255
261,unknown,,unknown,limits_reached,20005.801,15952,155526
262,unknown,,unknown,limits_reached,13060.592,20464,108355
263,unknown,,unknown,limits_reached,7028.050,12044,91605
264,unknown,,unknown,limits_reached,20004.674,14341,145947
265,unknown,,unknown,limits_reached,20421.336,17348,130157
266,solved,140110.286000,Medium,,3410.267,1750,5211
267,unknown,,unknown,limits_reached,20003.818,22806,69802
268,solved,165311.759000,Hard,,4631.345,3828,5258
269,unknown,,unknown,limits_reached,20001.615,21526,105200
270,unknown,,unknown,limits_reached,20002.785,31514,67007
271,unknown,,unknown,limits_reached,20003.763,15834,117191
272,unknown,,unknown,limits_reached,20001.923,19410,85789
273,unknown,,unknown,limits_reached,20001.454,22680,90081
274,solved,141971.871000,Medium,,1223.793,618,1077
275,unknown,,unknown,limits_reached,20006.335,17777,129365
276,unknown,,unknown,limits_reached,20001.829,26743,103103
277,unknown,,unknown,limits_reached,20007.201,10599,152925
278,unknown,,unknown,limits_reached,20003.226,12388,131349
279,unknown,,unknown,limits_reached,20006.556,16702,108524
280,unknown,,unknown,limits_reached,20046.325,18500,141993
281,unknown,,unknown,limits_reached,20003.183,34265,80794
282,unknown,,unknown,limits_reached,20003.154,14806,123393
283,unknown,,unknown,limits_reached,20000.853,19952,130397
284,unknown,,unknown,limits_reached,20001.853,16135,117833
285,unknown,,unknown,limits_reached,20001.534,23876,87901
286,unknown,,unknown,limits_reached,20001.137,19628,142912
287,unknown,,unknown,limits_reached,20008.820,9529,129628
288,unknown,,unknown,limits_reached,20002.842,36183,57957
289,unknown,,unknown,limits_reached,20003.210,12453,139482
290,unknown,,unknown,limits_reached,20002.546,20827,123666
291,unknown,,unknown,limits_reached,20002.864,31431,49287
292,unknown,,unknown,limits_reached,20000.877,27036,129897
293,unknown,,unknown,limits_reached,20016.732,11567,154012
294,solved,160611.110000,Hard,,3805.585,2672,4198
295,unknown,,unknown,limits_reached,20003.927,16726,120725
296,unknown,,unknown,limits_reached,20002.176,16861,145836
297,unknown,,unknown,limits_reached,7011.621,6919,116468
298,unknown,,unknown,limits_reached,20011.107,23168,86725
299,solved,135569.300000,Medium,,1150.859,491,1670
300,unknown,,unknown,limits_reached,20031.217,10348,124454
301,solved,156807.557000,Hard,,5613.748,6165,7094
302,unknown,,unknown,limits_reached,20000.573,38881,106540
303,solved,150985.858000,Hard,,5338.501,3421,5730
304,unknown,,unknown,limits_reached,20002.503,16016,128649
305,unknown,,unknown,limits_reached,20183.665,11087,129591
306,solved,146174.634000,Hard,,706.450,394,979
307,unknown,,unknown,limits_reached,20003.235,14956,133732
308,unknown,,unknown,limits_reached,20001.929,19763,142634
309,unknown,,unknown,limits_reached,20016.492,12126,133973
310,unknown,,unknown,limits_reached,20007.918,18720,92193
311,unknown,,unknown,limits_reached,20002.320,14373,123488
312,solved,149621.520000,Hard,,969.775,663,1133
313,unknown,,unknown,limits_reached,20001.147,38800,76940
314,unknown,,unknown,limits_reached,20002.344,21419,120170
315,unknown,,unknown,limits_reached,20002.951,12524,129931
316,unknown,,unknown,limits_reached,20006.056,11787,137600
317,solved,158310.837000,Hard,,658.805,445,1182
318,solved,132499.206000,Easy,,793.494,416,1137
319,unknown,,unknown,limits_reached,20004.024,25254,112332
320,solved,137955.896000,Medium,,4387.177,2251,6902
321,solved,138193.448000,Medium,,1445.893,630,1532
322,unknown,,unknown,limits_reached,20005.257,12056,142125
323,unknown,,unknown,limits_reached,20003.430,15127,139285
324,unknown,,unknown,limits_reached,20004.309,25663,92661
325,unknown,,unknown,limits_reached,20005.401,13667,137359
326,unknown,,unknown,limits_reached,20004.391,21165,66986
327,unknown,,unknown,limits_reached,7001.945,22137,33066
328,unknown,,unknown,limits_reached,20118.304,19013,110890
329,unknown,,unknown,limits_reached,20006.685,15590,113947
330,unknown,,unknown,limits_reached,20010.074,25073,88915
331,unknown,,unknown,limits_reached,20016.408,15080,146642
332,solved,131808.483000,Easy,,634.908,285,729
333,solved,141170.140000,Medium,,796.316,446,1286
334,unknown,,unknown,limits_reached,20003.873,13273,113561
335,unknown,,unknown,limits_reached,20024.425,9008,134653
336,unknown,,unknown,limits_reached,20008.316,11551,135054
337,solved,141961.019000,Medium,,5496.079,4354,9977
338,solved,143820.156000,Hard,,2594.883,1348,2692
339,unknown,,unknown,limits_reached,20007.166,20033,113122
340,unknown,,unknown,limits_reached,20002.217,15609,130406
341,solved,150527.108000,Hard,,3442.943,2964,3196
342,unknown,,unknown,limits_reached,20004.399,14662,154778
343,unknown,,unknown,limits_reached,20000.930,25673,101906
344,unknown,,unknown,limits_reached,20001.554,16656,141688
345,unknown,,unknown,limits_reached,20018.091,8533,129081
346,unknown,,unknown,limits_reached,20021.848,7239,123576
347,unknown,,unknown,limits_reached,20001.721,17055,132137
348,unknown,,unknown,limits_reached,20003.621,12531,139466
349,unknown,,unknown,limits_reached,20001.149,17951,111945
350,unknown,,unknown,limits_reached,20001.137,15638,129459
351,unknown,,unknown,limits_reached,20002.887,18296,133982
352,unknown,,unknown,limits_reached,20104.217,14308,122421
353,unknown,,unknown,limits_reached,20003.012,21720,78031
354,solved,144510.831000,Hard,,1689.030,1271,4046
355,unknown,,unknown,limits_reached,20002.930,30353,110370
356,unknown,,unknown,limits_reached,20004.152,13006,143587
357,solved,141857.935000,Medium,,1894.471,1222,3433
358,unknown,,unknown,limits_reached,20003.716,14040,131533
359,unknown,,unknown,limits_reached,20006.930,16187,118002
360,unknown,,unknown,limits_reached,13002.190,17078,114186
361,solved,137738.826000,Medium,,1781.224,1421,2131
362,solved,136259.621000,Medium,,1248.387,549,1278
363,unknown,,unknown,limits_reached,7009.011,7990,107257
364,unknown,,unknown,limits_reached,20002.104,16437,100584
365,unknown,,unknown,limits_reached,8932.170,8884,113353
366,unknown,,unknown,limits_reached,20003.564,12249,106883
367,unknown,,unknown,limits_reached,20027.563,18584,149702
368,unknown,,unknown,limits_reached,20012.939,21509,119879
369,solved,131636.041000,Easy,,2616.581,693,2432
370,solved,134022.061000,Easy,,470.384,215,741
371,unknown,,unknown,limits_reached,20002.578,19339,119313
372,unknown,,unknown,limits_reached,20001.220,20395,78652
373,solved,146334.550000,Hard,,5185.490,2290,6129
374,solved,141935.455000,Medium,,5838.440,3248,8740
375,unknown,,unknown,limits_reached,20003.470,10946,133925
376,unknown,,unknown,limits_reached,16560.415,30885,99089
377,unknown,,unknown,limits_reached,20008.743,25291,128539
378,unknown,,unknown,limits_reached,20002.174,33290,83274
379,solved,141305.371000,Medium,,2189.221,974,3074
380,unknown,,unknown,limits_reached,20015.185,13211,111846
381,unknown,,unknown,limits_reached,20017.834,13050,151185
382,unknown,,unknown,limits_reached,20011.808,15727,128322
383,unknown,,unknown,limits_reached,7078.852,15969,68288
384,unknown,,unknown,limits_reached,20005.011,29787,84645
385,unknown,,unknown,limits_reached,20001.600,17864,147577
386,unknown,,unknown,limits_reached,14710.092,21147,91719
387,unknown,,unknown,limits_reached,20002.782,13546,130514
388,unknown,,unknown,limits_reached,20001.169,13440,125014
389,solved,134035.775000,Easy,,2088.988,1677,3906
390,unknown,,unknown,limits_reached,20007.767,10755,128353
391,unknown,,unknown,limits_reached,20001.162,14320,120917
392,unknown,,unknown,limits_reached,20002.348,17148,121616
393,solved,127325.166000,Easy,,1285.743,766,1155
394,solved,138184.131000,Medium,,1795.780,835,1315
395,unknown,,unknown,limits_reached,20025.401,17023,138256
396,unknown,,unknown,limits_reached,20002.690,25428,131976
397,unknown,,unknown,limits_reached,20001.950,22041,117422
398,unknown,,unknown,limits_reached,13007.573,15761,135081
399,unknown,,unknown,limits_reached,20040.876,14545,121099
400,unknown,,unknown,limits_reached,20006.032,12104,135630
401,unknown,,unknown,limits_reached,20002.415,24624,80830
402,solved,143474.069000,Medium,,2379.916,1489,2187
403,solved,136910.480000,Medium,,1501.628,1054,1398
404,unknown,,unknown,limits_reached,20005.029,25750,98283
405,solved,164846.365000,Hard,,1835.627,1089,2091
406,solved,131763.741000,Easy,,612.771,411,842
407,unknown,,unknown,limits_reached,20004.220,19824,146313
408,solved,145603.286000,Hard,,1658.788,1349,2882
409,solved,167152.110000,Hard,,2490.838,2707,3289
410,unknown,,unknown,limits_reached,20004.989,11561,130499
411,unknown,,unknown,limits_reached,20004.488,12122,142497
412,solved,192353.832000,Hard,,19230.963,14413,126756
413,unknown,,unknown,limits_reached,20005.531,16252,148192
414,unknown,,unknown,limits_reached,20006.756,18817,129674
415,unknown,,unknown,limits_reached,20091.341,22936,118068
416,unknown,,unknown,limits_reached,20030.150,8678,141271
417,unknown,,unknown,limits_reached,20006.152,20009,111235
418,unknown,,unknown,limits_reached,14271.855,19173,101644
419,solved,149946.525000,Hard,,5210.182,5275,11859
420,unknown,,unknown,limits_reached,20002.403,31319,59842
421,solved,146308.365000,Hard,,2916.519,1674,4579
422,unknown,,unknown,limits_reached,20003.982,14776,134703
423,solved,147082.740000,Hard,,5079.251,2830,9117
424,unknown,,unknown,limits_reached,20009.912,13483,127558
425,unknown,,unknown,limits_reached,20082.730,12575,141052
426,unknown,,unknown,limits_reached,20003.936,18594,134663
427,unknown,,unknown,limits_reached,20002.394,32008,91884
428,solved,135882.483000,Medium,,3721.833,2768,3645
429,unknown,,unknown,limits_reached,20001.011,22311,104423
430,unknown,,unknown,limits_reached,20005.153,23321,135220
431,unknown,,unknown,limits_reached,20006.189,9753,140444
432,unknown,,unknown,limits_reached,7036.985,7310,124638
433,unknown,,unknown,limits_reached,7260.812,9498,101138
434,unknown,,unknown,limits_reached,20012.053,12722,122471
435,unknown,,unknown,limits_reached,20005.464,10851,145121
436,unknown,,unknown,limits_reached,20000.702,32925,91809
437,unknown,,unknown,limits_reached,20042.669,14151,142746
438,unknown,,unknown,limits_reached,20000.761,15546,128544
439,unknown,,unknown,limits_reached,20015.353,20309,97119
440,unknown,,unknown,limits_reached,20003.257,23423,120914
441,unknown,,unknown,limits_reached,7339.842,6417,120782
442,unknown,,unknown,limits_reached,20003.144,25863,90634
443,unknown,,unknown,limits_reached,20001.734,14736,158798
444,unknown,,unknown,limits_reached,20001.381,15161,125647
445,unknown,,unknown,limits_reached,7598.269,9784,103225
446,unknown,,unknown,limits_reached,20017.625,12209,131201
447,unknown,,unknown,limits_reached,20083.994,15561,109126
448,solved,135674.562000,Medium,,1966.385,1433,1884
449,unknown,,unknown,limits_reached,20001.193,25976,90487
450,unknown,,unknown,limits_reached,20001.169,30071,122245
451,unknown,,unknown,limits_reached,20001.113,33542,83827
452,unknown,,unknown,limits_reached,20004.841,17043,126948
453,unknown,,unknown,limits_reached,20003.338,14180,138667
454,unknown,,unknown,limits_reached,20006.598,14119,127714
455,solved,147565.367000,Hard,,5217.328,3470,6033
456,unknown,,unknown,limits_reached,20001.493,28798,96760
457,unknown,,unknown,limits_reached,20003.337,21806,99664
458,unknown,,unknown,limits_reached,20007.633,16900,140597
459,solved,128502.494000,Easy,,982.805,875,1430
460,solved,155467.842000,Hard,,3173.050,2649,5070
461,solved,163765.063000,Hard,,5285.259,4121,5177
462,unknown,,unknown,limits_reached,20116.280,15579,146775
463,unknown,,unknown,limits_reached,20053.635,12823,157537
464,solved,129642.909000,Easy,,3857.701,3185,3820
465,unknown,,unknown,limits_reached,20001.099,24302,83901
466,unknown,,unknown,limits_reached,20008.254,14733,105271
467,unknown,,unknown,limits_reached,20001.822,31983,80837
468,unknown,,unknown,limits_reached,20001.366,17549,137104
469,solved,137495.944000,Medium,,4044.956,1509,4865
470,unknown,,unknown,limits_reached,20003.628,24567,101847
471,unknown,,unknown,limits_reached,20009.923,16109,143819
472,unknown,,unknown,limits_reached,20011.181,25596,65193
473,unknown,,unknown,limits_reached,20001.808,20221,126542
474,unknown,,unknown,limits_reached,20002.700,14579,148618
475,unknown,,unknown,limits_reached,20011.240,19405,102425
476,unknown,,unknown,limits_reached,20094.207,14717,140616
477,unknown,,unknown,limits_reached,20000.564,26025,93783
478,solved,145864.809000,Hard,,1642.775,1726,2589
479,solved,139107.863000,Medium,,2136.134,1134,1963
480,unknown,,unknown,limits_reached,20001.826,18032,123670
481,unknown,,unknown,limits_reached,20003.195,15440,148173
482,solved,139452.847000,Medium,,4176.915,1769,6593
483,unknown,,unknown,limits_reached,20000.530,13966,164826
484,unknown,,unknown,limits_reached,20005.413,14778,123638
485,solved,144570.405000,Hard,,2462.581,1293,2435
486,unknown,,unknown,limits_reached,20008.160,18614,129118
487,unknown,,unknown,limits_reached,20005.006,18190,148758
488,unknown,,unknown,limits_reached,20002.018,18522,105651
489,unknown,,unknown,limits_reached,20003.943,13264,111411
490,unknown,,unknown,limits_reached,20002.546,18866,145460
491,unknown,,unknown,limits_reached,20021.605,11091,115241
492,unknown,,unknown,limits_reached,20003.034,31255,102546
493,unknown,,unknown,limits_reached,7013.786,8052,116597
494,unknown,,unknown,limits_reached,20003.066,14513,139704
495,unknown,,unknown,limits_reached,7037.657,6323,101708
496,solved,160650.664000,Hard,,3410.573,2122,6121
497,solved,135497.792000,Easy,,1257.483,655,1599
498,unknown,,unknown,limits_reached,20015.508,17428,127733
499,solved,133592.677000,Easy,,1686.832,732,2294
500,unknown,,unknown,limits_reached,20007.196,14572,112524
501,unknown,,unknown,limits_reached,20002.805,22436,97752
502,unknown,,unknown,limits_reached,20006.458,16205,136435
503,unknown,,unknown,limits_reached,20006.926,22153,119124
504,unknown,,unknown,limits_reached,20003.008,14156,139134
