seed,status,score,bucket,reason,elapsed_ms,expanded_nodes,unique_states
7540,unknown,,unknown,limits_reached,20001.354,17240,104094
7541,unknown,,unknown,limits_reached,20007.303,14684,144956
7542,unknown,,unknown,limits_reached,20001.802,22272,154435
7543,unknown,,unknown,limits_reached,20002.071,17669,133248
7544,unknown,,unknown,limits_reached,20071.427,13998,129179
7545,unknown,,unknown,limits_reached,20008.645,15559,141869
7546,unknown,,unknown,limits_reached,20004.687,14837,125326
7547,solved,165017.021000,Hard,,3880.840,4801,6252
7548,unknown,,unknown,limits_reached,20003.942,18266,134363
7549,unknown,,unknown,limits_reached,20003.980,11340,143774
7550,solved,163950.706000,Hard,,2889.559,1664,3019
7551,unknown,,unknown,limits_reached,20040.735,7426,139529
7552,unknown,,unknown,limits_reached,20004.227,15369,116030
7553,solved,135833.861000,Medium,,1232.144,634,2582
7554,unknown,,unknown,limits_reached,20010.930,19680,112012
7555,solved,132011.709000,Easy,,1421.507,802,1331
7556,solved,142867.270000,Medium,,2308.692,918,2743
7557,unknown,,unknown,limits_reached,20005.862,11994,139156
7558,unknown,,unknown,limits_reached,20003.747,17023,105676
7559,unknown,,unknown,limits_reached,20033.066,19100,120591
7560,unknown,,unknown,limits_reached,20007.536,15076,119513
7561,unknown,,unknown,limits_reached,15935.443,17420,115325
7562,unknown,,unknown,limits_reached,20003.167,16624,140315
7563,unknown,,unknown,limits_reached,20020.280,18873,136025
7564,unknown,,unknown,limits_reached,20002.832,18650,143282
7565,unknown,,unknown,limits_reached,20004.620,17388,125925
7566,unknown,,unknown,limits_reached,7028.825,6426,119831
7567,unknown,,unknown,limits_reached,20008.951,16666,95125
7568,solved,135722.181000,Medium,,1625.341,1086,1365
7569,unknown,,unknown,limits_reached,20002.803,14735,116921
7570,unknown,,unknown,limits_reached,20005.888,12924,141028
